X1,X2,X3,X4,X5,X6,Y
52864.28 ,50673.74 ,47318.63 ,86 ,86 ,0.66 ,53429.33 
53429.33 ,52864.28 ,46894.00 ,88 ,86 ,0.58 ,54018.72 
54018.72 ,53429.33 ,45976.74 ,88 ,88 ,0.58 ,54679.21 
54679.21 ,54018.72 ,43076.84 ,88 ,88 ,0.58 ,54978.24 
54978.24 ,54679.21 ,42356.84 ,88 ,88 ,0.55 ,53976.86 
53976.86 ,54978.24 ,40469.80 ,86 ,88 ,0.66 ,51349.84 
0.00 ,0.00 ,43157.85 ,81 ,80 ,0.89 ,46597.18
46597.18 ,0.00 ,46237.61 ,86 ,81 ,0.74 ,49649.17
49649.17 ,46597.18 ,48974.51 ,86 ,86 ,0.66 ,50694.61
50694.61 ,49649.17 ,50673.74 ,86 ,86 ,0.66 ,50941.27 
50941.27 ,50694.61 ,52864.28 ,88 ,86 ,0.58 ,53106.97 
53106.97 ,50941.27 ,53429.33 ,90 ,88 ,0.55 ,58711.64 
58711.64 ,53106.97 ,54018.72 ,90 ,90 ,0.55 ,60497.02 
60497.02 ,58711.64 ,54679.21 ,90 ,90 ,0.55 ,61318.50 
61318.50 ,60497.02 ,54978.24 ,90 ,90 ,0.55 ,62746.24 
62746.24 ,61318.50 ,53976.86 ,88 ,90 ,0.62 ,54368.85 
54368.85 ,62746.24 ,51349.84 ,85 ,88 ,0.70 ,52367.46 
0.00 ,0.00 ,46597.18 ,79,78 ,0.89 ,44968.52
44968.52 ,0.00 ,49649.17 ,82,79,0.74 ,48657.91
48657.91 ,44968.52 ,50694.61 ,84,82,0.70 ,50496.84
50496.84 ,48657.91 ,50941.27 ,88,84,0.66 ,52148.65 
52148.65 ,50496.84 ,53106.97 ,88,88,0.58 ,53184.41 
53184.41 ,52148.65 ,58711.64 ,90,88,0.52 ,55624.62 
55624.62 ,53184.41 ,60497.02 ,91,90,0.49 ,58169.00 
58169.00 ,55624.62 ,61318.50 ,90,91,0.52 ,59874.82 
59874.82 ,58169.00 ,62746.24 ,91,90,0.49 ,62487.62 
62487.62 ,59874.82 ,54368.85 ,90,91,0.55 ,57147.83 
57147.83 ,62487.62 ,52367.46 ,88,90,0.52 ,53577.98 
0.00 ,0.00 ,44968.52 ,82,82,0.84 ,47156.92
47156.92 ,0.00 ,48657.91 ,82,82,0.84 ,48031.64
48031.64 ,47156.92 ,50496.84 ,84,82,0.79 ,50169.81
50169.81 ,48031.64 ,52148.65 ,84,84,0.79 ,51218.34 
51218.34 ,50169.81 ,53184.41 ,84,84,0.84 ,52147.95 
52147.95 ,51218.34 ,55624.62 ,82,84,0.89 ,50634.82 
50634.82 ,52147.95 ,58169.00 ,82,82,0.94 ,50324.47 
50324.47 ,50634.82 ,59874.82 ,79,82,0.94 ,49645.25 
49645.25 ,50324.47 ,62487.62 ,77,79,0.94 ,48632.14 
48632.14 ,49645.25 ,57147.83 ,75,77,1.00 ,47698.51 
47698.51 ,48632.14 ,53577.98 ,77,75,0.94 ,48694.47 
0.00 ,0.00 ,47156.92 ,84 ,83,0.89 ,48679.52
48679.52 ,0.00 ,48031.64 ,86 ,84 ,0.84 ,50698.54
50698.54 ,48679.52 ,50169.81 ,81 ,86 ,0.94 ,47981.71
47981.71 ,50698.54 ,51218.34 ,81 ,81 ,0.89 ,48624.87 
48624.87 ,47981.71 ,52147.95 ,81 ,81 ,0.89 ,49657.29 
49657.29 ,48624.87 ,50634.82 ,81 ,81 ,0.84 ,50649.51 
50649.51 ,49657.29 ,50324.47 ,81 ,81 ,0.84 ,49574.69 
49574.69 ,50649.51 ,49645.25 ,79 ,81 ,0.89 ,48678.15 
48678.15 ,49574.69 ,48632.14 ,79 ,79 ,0.83 ,48962.78 
48962.78 ,48678.15 ,47698.51 ,79 ,79 ,0.83 ,47658.52 
47658.52 ,48962.78 ,48694.47 ,77 ,79 ,0.89 ,46258.89 
0.00 ,0.00 ,48679.52 ,75 ,75 ,0.94 ,45842.81
45842.81 ,0.00 ,50698.54 ,75 ,75 ,0.94 ,45120.93
45120.93 ,45842.81 ,47981.71 ,77 ,75 ,0.89 ,45986.52
45986.52 ,45120.93 ,48624.87 ,77 ,77 ,0.89 ,46827.19 
46827.19 ,45986.52 ,49657.29 ,79 ,77 ,0.83 ,49120.57 
49120.57 ,46827.19 ,50649.51 ,81 ,79 ,0.79 ,51239.51 
51239.51 ,49120.57 ,49574.69 ,79 ,81 ,0.83 ,50478.63 
50478.63 ,51239.51 ,48678.15 ,77 ,79 ,0.94 ,46258.71 
46258.71 ,50478.63 ,48962.78 ,77 ,77 ,0.83 ,47266.82 
47266.82 ,46258.71 ,47658.52 ,77 ,77 ,0.89 ,46982.48 
46982.48 ,47266.82 ,46258.89 ,75 ,77 ,0.94 ,44218.68 
0.00 ,0.00 ,45842.81 ,77 ,75 ,0.78 ,46824.22
46824.22 ,0.00 ,45120.93 ,81 ,77 ,0.70 ,50324.85
50324.85 ,46824.22 ,45986.52 ,82 ,81 ,0.70 ,50896.34
50896.34 ,50324.85 ,46827.19 ,86 ,82 ,0.62 ,53214.85 
53214.85 ,50896.34 ,49120.57 ,88 ,86 ,0.58 ,54210.64 
54210.64 ,53214.85 ,51239.51 ,90 ,88 ,0.52 ,57693.48 
57693.48 ,54210.64 ,50478.63 ,90 ,90 ,0.46 ,60258.94 
60258.94 ,57693.48 ,46258.71 ,88 ,90 ,0.52 ,59652.47 
59652.47 ,60258.94 ,47266.82 ,88 ,88 ,0.52 ,58648.62 
58648.62 ,59652.47 ,46982.48 ,86 ,88 ,0.55 ,55648.48 
55648.48 ,58648.62 ,44218.68 ,86 ,86 ,0.58 ,56218.48 
0.00 ,0.00 ,46824.22 ,77,76 ,0.78 ,46523.84
46523.84 ,0.00 ,50324.85 ,77,77,0.78 ,48521.26
48521.26 ,46523.84 ,50896.34 ,79,77,0.74 ,50632.98
50632.98 ,48521.26 ,53214.85 ,82,79,0.66 ,52689.34 
52689.34 ,50632.98 ,54210.64 ,82,82,0.70 ,53287.56 
53287.56 ,52689.34 ,57693.48 ,82,82,0.70 ,54023.92 
54023.92 ,53287.56 ,60258.94 ,81,82,0.70 ,51236.85 
51236.85 ,54023.92 ,59652.47 ,79,81,0.74 ,49587.52 
49587.52 ,51236.85 ,58648.62 ,77,79,0.69 ,47896.58 
47896.58 ,49587.52 ,55648.48 ,75,77,0.69 ,46248.68 
46248.68 ,47896.58 ,56218.48 ,73,75,0.83 ,45674.20 
0.00 ,0.00 ,46523.84 ,70,70,0.94 ,39548.52
39548.52 ,0.00 ,48521.26 ,72,70,0.88 ,40365.24
40365.24 ,39548.52 ,50632.98 ,72,72,0.88 ,40653.29
40653.29 ,40365.24 ,52689.34 ,72,72,0.88 ,40369.51 
40369.51 ,40653.29 ,53287.56 ,72,72,0.88 ,39648.43 
39648.43 ,40369.51 ,54023.92 ,72,72,0.88 ,41236.59 
41236.59 ,39648.43 ,51236.85 ,72,72,0.94 ,40365.97 
40365.97 ,41236.59 ,49587.52 ,72,72,0.94 ,41003.25 
41003.25 ,40365.97 ,47896.58 ,72,72,0.94 ,40785.31 
40785.31 ,41003.25 ,46248.68 ,72,72,0.94 ,39651.28 
39651.28 ,40785.31 ,45674.20 ,72,72,0.94 ,38856.48 
0.00 ,0.00 ,39548.52 ,82 ,81,0.89 ,45369.84
45369.84 ,0.00 ,40365.24 ,86 ,82 ,0.79 ,52562.51
52562.51 ,45369.84 ,40653.29 ,90 ,86 ,0.66 ,58642.36
58642.36 ,52562.51 ,40369.51 ,91 ,90 ,0.63 ,60518.62 
60518.62 ,58642.36 ,39648.43 ,91 ,91 ,0.63 ,62985.31 
62985.31 ,60518.62 ,41236.59 ,95 ,91 ,0.56 ,65987.68 
65987.68 ,62985.31 ,40365.97 ,95 ,95 ,0.56 ,66148.08 
66148.08 ,65987.68 ,41003.25 ,95 ,95 ,0.56 ,68985.32 
68985.32 ,66148.08 ,40785.31 ,95 ,95 ,0.53 ,64815.62 
64815.62 ,68985.32 ,39651.28 ,91 ,95 ,0.59 ,62188.08 
62188.08 ,64815.62 ,38856.48 ,90 ,91 ,0.66 ,60632.48 
0.00 ,0.00 ,45369.84 ,86 ,85 ,0.79 ,50249.63
50249.63 ,0.00 ,52562.51 ,90 ,86 ,0.70 ,56586.34
56586.34 ,50249.63 ,58642.36 ,91 ,90 ,0.66 ,59486.84
59486.84 ,56586.34 ,60518.62 ,93 ,91 ,0.56 ,60584.63 
60584.63 ,59486.84 ,62985.31 ,95 ,93 ,0.49 ,63548.62 
63548.62 ,60584.63 ,65987.68 ,95 ,95 ,0.56 ,66501.27 
66501.27 ,63548.62 ,66148.08 ,97 ,95 ,0.43 ,68965.24 
68965.24 ,66501.27 ,68985.32 ,97 ,97 ,0.50 ,70569.82 
70569.82 ,68965.24 ,64815.62 ,95 ,97 ,0.53 ,69481.35 
69481.35 ,70569.82 ,62188.08 ,93 ,95 ,0.56 ,61254.83 
61254.83 ,69481.35 ,60632.48 ,90 ,93 ,0.70 ,60398.41 
